a,b,c,num_roots,root_1,root_2,root_3,root_4
-95.82863952234779,-5.115702214806284,73.90710911948216,1,4.602549601266525,,,
-2.566537624306897,-24.285524259502367,-75.6832999141513,0,,,,
8.834398077491734,65.28008283460332,6.80980980160435,1,9.463439839285506,,,
-74.467430321922,94.32578531180447,-57.49898390386188,0,,,,
78.35012168557762,18.703916650458076,-57.51992205399332,1,11.95725224441558,,,
46.86842593561798,92.59477377371661,-58.90308044706585,1,11.77873413310549,,,
-41.289776289009204,77.43790944669611,-4.907340156200313,2,-0.28771461706767565,0.22414930724930676,,
5.169538859215184,80.52888284622877,-47.73633796123886,1,8.944690440137842,,,
5.432675225526529,-41.20753403719397,27.09651487999971,0,,,,
6.243717131486881,-58.42290416020901,67.56967513955078,2,-1.102826353471137,-0.07925456504592933,,
74.9355166124274,91.13910721034067,-36.073568628426365,1,12.335175329561473,,,
0.8274589019235279,-69.10640112900828,-26.23496640752643,0,,,,
-7.239574013035988,5.125505556416798,89.46137368117799,1,3.9780283209192646,,,
95.49970854197673,-71.76503830820727,-95.85051274059668,2,7.9787345848919475,11.029145126214953,,
-9.306372310516831,-70.01201538097652,-5.822867695135225,1,7.117952890968201,,,
-66.20343153766584,-82.16340986791744,20.915093146634955,1,8.64448162405816,,,
-3.227766952576383,-73.39400351599734,-92.5551827540396,1,6.046807430189914,,,
79.9226861435687,51.539684514022156,-60.257512051763904,1,12.208607584054539,,,
62.62157373409409,84.62677468248694,-38.465228540173335,1,12.083328548216356,,,
32.25839416597831,37.18731114228102,-75.41483018956905,1,10.971295871240937,,,
-15.839170475778698,-18.00547621817554,-0.6384293812679687,1,4.145007576576597,,,
-66.36907978265836,-23.50799039786333,38.3374237018614,1,5.478481511825781,,,
-77.74216941876975,-58.43627779447842,-48.195135689670174,1,7.042959778712274,,,
-22.687549969739873,-33.355178139810306,89.03309313117317,1,6.5215950032424335,,,
40.510284550235774,-75.68025513383205,81.65823166242842,2,-1.0293323689569802,-0.06514537650251752,,
-4.221947003888671,58.71713167399224,-99.86556179412449,1,-1.672743118417203,,,
65.72422751081739,-23.62780694354325,70.65520181474436,2,6.042949610374647,11.14037652478829,,
85.99762030199649,91.84952592913285,-36.72703979556675,1,12.506725411019591,,,
66.10204812731162,-96.10322348078928,69.07892799718805,2,-0.6403687142274926,-0.0816353233447381,,
-87.96661187424239,26.350356698316357,83.11089540664692,1,2.574519302210728,,,
-60.38469533334578,61.542995219411424,-46.90173681943786,1,-0.8480961714022668,,,
95.94884279667606,-63.41524569231751,86.74641769752733,2,9.145554689600841,10.683226194817088,,
-38.06786668095678,99.72324222648463,75.25846814035467,1,0.8105942402949802,,,
-15.04505579491584,-59.30597823251495,84.91292360262254,1,7.44822003894878,,,
-62.73822325519025,64.76537988746801,-80.80597006772538,1,-1.27614764452986,,,
-78.51387233372826,98.31518096607627,91.73117251885807,1,0.9753893493840994,,,
-38.80642222636324,-7.486018231407399,66.77367139467525,1,4.640346802278744,,,
-93.85422478123134,-40.95137995025393,-90.26452544916181,2,2.579308596747107,4.63303945167518,,
77.6181870526228,70.82966994201662,-30.66090390609766,1,12.26991011731459,,,
-54.27804269866707,-20.547961445890373,56.946566191757796,1,5.499817355138195,,,
18.2340172824361,-3.9500978072366077,77.50398761806647,2,4.688296306106151,9.519342001393664,,
-6.590792098948328,55.10139728685752,78.76147884152664,1,1.4285190145070485,,,
-20.45606600843517,-9.33252896574539,-78.46500205800658,0,,,,
-70.82183538407456,-31.609478132886437,39.72925477612566,1,6.101043785221378,,,
-36.418135804971975,51.812597977929876,66.36376236346042,1,1.309269606105565,,,
-64.8227364657966,37.68226973505604,-66.2681925149997,1,0.07244785259175507,,,
-43.47059097518078,10.382479618654505,-39.92323551128953,1,0.12132778346679908,,,
45.62385583311281,83.27734192457234,90.41621760850438,1,11.62320658956291,,,
90.70969479198409,45.71258582263853,93.124874387798,2,1.936481772018376,12.25047799339756,,
-35.84539549193981,98.05674385100431,-38.118521672925176,1,-0.49145735886326486,,,
78.21861156667353,-46.78987844390077,-96.7918457447884,2,2.2683444352494595,11.266582160654227,,
-67.05439115357126,-5.637924776657699,-22.776426917656313,0,,,,
-69.42064921537306,65.1298447570237,3.902000716192866,2,-0.24870411300964756,0.30822824155548234,,
-75.41292163033746,3.207452067473837,50.090074563099016,1,3.424480526268987,,,
-27.409109632697604,-40.92645252056624,51.657075611361215,1,6.669021090377221,,,
90.06392144590487,-12.609102844658636,-51.177732869125705,1,11.858634388902752,,,
78.18968839302445,67.55244783819884,-3.3139319526672484,1,12.248114515835967,,,
89.23690753721036,-39.79095956503518,97.29345033034944,1,11.2816597088873,,,
-79.55702883611053,-63.750831076453096,-63.56836181277505,1,7.2548032583718935,,,
21.64577305133033,-89.08345935258322,-15.206846914336559,0,,,,
12.090983433835945,-23.65752454630803,-7.759567411219859,2,4.969298150078812,8.561152213998986,,
0.6426089009876845,-18.097545577505734,-76.89448368690401,1,3.601615369385096,,,
-0.9041146572733361,-52.01814843232735,-63.50228994041325,2,0.08278406319283986,4.303693478257586,,
4.817722880670594,24.030220420937766,59.018178379694945,2,2.190699190051033,8.06146439930135,,
-20.36526146261288,-50.90346293155883,-82.51038707161888,2,1.6558387892273623,5.833623218561954,,
-33.727749864727464,85.70059276880102,99.62420284966174,1,1.1906364758438035,,,
-25.633878756503712,-69.30385760461269,-99.59011417314989,1,7.003897147270519,,,
74.46685917911438,-65.23776186979984,-33.20011926528932,2,8.198686448333047,10.574182729482418,,
27.647122064362463,-18.82616132593111,15.303889255425718,2,4.811117121123751,9.9985131259573,,
-98.11530066138864,89.89314451398033,-16.70909047536382,2,-0.3461721065035013,0.16049861580111238,,
69.64653005803294,-15.086852499191838,-12.078435117447128,1,11.44146235414974,,,
16.13386748473593,35.410140632840026,-28.22264430543924,1,10.015950608970662,,,
88.06376217637768,-73.68866306983102,-91.52471156428903,2,8.23807240806722,10.793850001034718,,
-40.251303183475386,73.1894454066844,28.71315023919283,2,-0.13068935385091848,0.5209473052233742,,
-71.86785133427574,10.28972673848838,48.82178743045511,1,2.788880762991816,,,
46.953259821752404,-23.23539442880902,1.3494230226436477,2,4.930812274275012,10.746385860014035,,
70.98966337355388,95.11238400235307,-21.295888764839788,1,12.282888604177979,,,
4.252871214658316,7.410424598230936,59.58749852018668,2,3.4997605907486027,7.467309322443193,,
23.014919456047032,78.11628244572294,59.07128611059787,1,10.747768809972685,,,
-89.38019383946194,29.361971942932573,-1.5557431079537443,2,-0.43860595714678474,0.3858411976661793,,
-32.12758563006839,-56.91285106975534,-42.947059856287105,1,6.8218534043383245,,,
71.64393791620344,44.2398599278671,-21.156075759775185,1,12.004388310756992,,,
37.99383688949967,20.136710641453416,-8.351600546306992,1,10.986904724883333,,,
-3.262918288808181,-31.773741547149605,-24.914749445625795,3,0.35144560384341944,0.46169900199025227,4.5081579484370256,
-61.88311628611467,-46.798290451940375,35.15603539679768,1,7.023057849789822,,,
35.28447461482263,-16.852308073961385,-41.142213908027394,1,10.488902314143553,,,
-77.43880907034966,-14.733494422051251,-49.597507013959266,0,,,,
93.84483135670723,-32.158952406196775,41.78154617858867,1,11.578318839585972,,,
